1/1/22 00:05;100
1/1/22 00:10;100
1/1/22 00:15;100
1/1/22 00:20;100
1/1/22 00:25;100
1/1/22 00:30;100
1/1/22 00:35;100
1/1/22 00:40;100
1/1/22 00:45;100
1/1/22 00:50;100
1/1/22 00:55;100
1/1/22 00:00;100
1/1/22 01:05;100
1/1/22 01:10;100
1/1/22 01:15;100
1/1/22 01:20;100
1/1/22 01:25;100
1/1/22 01:30;100
1/1/22 01:35;100
1/1/22 01:40;100
1/1/22 01:45;100
1/1/22 01:50;100
1/1/22 01:55;100
1/1/22 02:00;100
1/1/22 02:05;100
1/1/22 02:10;100
1/1/22 02:15;100
1/1/22 02:20;100
1/1/22 02:25;100
1/1/22 02:30;100
1/1/22 02:35;100
1/1/22 02:40;100
1/1/22 02:45;100
1/1/22 02:50;100
1/1/22 02:55;100
1/1/22 03:00;100
1/1/22 03:05;100
1/1/22 03:10;100
1/1/22 03:15;100
1/1/22 03:20;100
1/1/22 03:25;100
1/1/22 03:30;100
1/1/22 03:35;100
1/1/22 03:40;100
1/1/22 03:45;100
1/1/22 03:50;100
1/1/22 03:55;100
1/1/22 04:00;100
1/1/22 04:05;100
1/1/22 04:10;100
1/1/22 04:15;100
1/1/22 04:20;100
1/1/22 04:25;100
1/1/22 04:30;100
1/1/22 04:35;100
1/1/22 04:40;100
1/1/22 04:45;100
1/1/22 04:50;100
1/1/22 04:55;100
1/1/22 05:00;100
1/1/22 05:05;100
1/1/22 05:10;100
1/1/22 05:15;100
1/1/22 05:20;100
1/1/22 05:25;100
1/1/22 05:30;100
1/1/22 05:35;100
1/1/22 05:40;100
1/1/22 05:45;100
1/1/22 05:50;100
1/1/22 05:55;100
1/1/22 06:00;100
1/1/22 06:05;100
1/1/22 06:10;100
1/1/22 06:15;100
1/1/22 06:20;100
1/1/22 06:25;100
1/1/22 06:30;100
1/1/22 06:35;100
1/1/22 06:40;100
1/1/22 06:45;100
1/1/22 06:50;100
1/1/22 06:55;100
1/1/22 07:00;100
1/1/22 07:05;100
1/1/22 07:10;100
1/1/22 07:15;100
1/1/22 07:20;100
1/1/22 07:25;100
1/1/22 07:30;100
1/1/22 07:35;100
1/1/22 07:40;100
1/1/22 07:45;100
1/1/22 07:50;100
1/1/22 07:55;100
1/1/22 08:00;100
1/1/22 08:05;100
1/1/22 08:10;100
1/1/22 08:15;100
1/1/22 08:20;100
1/1/22 08:25;100
1/1/22 08:30;100
1/1/22 08:35;100
1/1/22 08:40;100
1/1/22 08:45;100
1/1/22 08:50;100
1/1/22 08:55;100
1/1/22 09:00;100
1/1/22 09:05;100
1/1/22 09:10;100
1/1/22 09:15;100
1/1/22 09:20;100
1/1/22 09:25;100
1/1/22 09:30;100
1/1/22 09:35;100
1/1/22 09:40;100
1/1/22 09:45;100
1/1/22 09:50;100
